Name,Location,Cuisines,PriceRange,Ratings
Mittal Restaurant & Fast Food,Najafgarh,"Fast Food, South Indian, Mithai",1,Not rated
NBC Nirankari Bakers,Najafgarh,"Pizza, Fast Food, Bakery",1,Not rated
Pind Balluchi,Najafgarh,"North Indian, Mughlai",2,Not rated
Prem Chinese Fast Food,Najafgarh,Chinese,1,Not rated
Punjabi Rasoi,Najafgarh,Fast Food,1,Not rated
Punjabi Special,Najafgarh,North Indian,1,Not rated
Radhe Shyam Dhaba,Najafgarh,North Indian,1,Not rated
Raj Rasoi,Najafgarh,North Indian,1,Not rated
Raju De Special Paneer Wale,Najafgarh,North Indian,1,Not rated
Sangeeta Dhaba,Najafgarh,North Indian,1,Not rated
Sat Narayan Fast Food,Najafgarh,"Mithai, Chinese",1,Not rated
Shahi Chicken Point,Najafgarh,Mughlai,1,Not rated
Sharma Sweets,Najafgarh,"Mithai, Street Food",1,Not rated
Shere Hind Chicken Corner,Najafgarh,Mughlai,1,Not rated
Shiv Shakti Dhaba,Najafgarh,North Indian,1,Not rated
Shree Shyam Sweets,Najafgarh,Street Food,1,Not rated
Shri Shyam Ji Shudh Shakahari Bhojnalaya,Najafgarh,North Indian,1,Not rated
Sky Hawk,Najafgarh,"North Indian, Chinese, Continental",2,Not rated
Snack Shack,Najafgarh,"North Indian, Chinese",1,Not rated
Soya Bite's,Najafgarh,North Indian,1,Not rated
Soya Bite's,Najafgarh,North Indian,1,Not rated
Taj Mahal Dhaba,Najafgarh,North Indian,1,Not rated
Yadav Sweets,Najafgarh,Mithai,1,Not rated
Yummy Chinese Food,Najafgarh,Chinese,1,Not rated
Aggarwal Sweets Corner,Nangloi,Mithai,1,Not rated
Anand Sweets,Nangloi,"Mithai, Street Food",1,Not rated
Annapurna Sweets Palace,Nangloi,"Mithai, Street Food",1,Not rated
Aujla's Punjabi Zaika,Nangloi,"North Indian, Chinese, Mughlai",1,Not rated
Baba Ji,Nangloi,Fast Food,1,Not rated
Babu Soup Wala,Nangloi,North Indian,1,Not rated
Baketown By Gagan Bakers,Nangloi,"Fast Food, Bakery",1,Not rated
Bala Ji Rasoi,Nangloi,North Indian,1,Not rated
Bansiwala Sweets & Caterers,Nangloi,"Mithai, Street Food",1,Not rated
Best Chicken Corner,Nangloi,North Indian,2,Not rated
Bhardwaj Bakery,Nangloi,"Bakery, Pizza",1,Not rated
Bikaner Sweets & Restaurant,Nangloi,"Mithai, Street Food, North Indian",1,Not rated
Classic Chef Corner,Nangloi,"Chinese, North Indian",1,Not rated
Dabas Ke Special Chole Bhature,Nangloi,Street Food,1,Not rated
Daily Belly,Nangloi,"North Indian, South Indian, Chinese",1,Not rated
Deep Bakery And Cake,Nangloi,"Bakery, Desserts",1,Not rated
Dhaba NH10,Nangloi,"North Indian, Chinese",1,Not rated
Dilkhush Dhaba,Nangloi,North Indian,1,Not rated
Do Bhai Paneer Wale And Sweets,Nangloi,Bakery,1,Not rated
Dosa and Pizza Corner,Nangloi,"South Indian, Pizza, Chinese",1,Not rated
Gulati Ki Rasoi,Nangloi,North Indian,1,Not rated
JMD Family Restaurant,Nangloi,"North Indian, Chinese",1,Not rated
Jyoti Sweets,Nangloi,Mithai,1,Not rated
Khana Khazana,Nangloi,North Indian,1,Not rated
Krishna Panjabi Rasoi,Nangloi,North Indian,1,Not rated
Lazeez Zaika,Nangloi,"North Indian, Chinese",1,Not rated
Mannat Chinese Fast Food,Nangloi,"Chinese, Bakery",1,Not rated
Pizza Hot,Nangloi,"Italian, Fast Food, South Indian",1,Not rated
Raju Fast Food,Nangloi,"Street Food, Fast Food",1,Not rated
Ramesh Caterers & Dhaba,Nangloi,North Indian,1,Not rated
Sethi's Express,Nangloi,"South Indian, North Indian, Chinese",1,Not rated
Shahi Chicken Biryani Corner,Nangloi,Biryani,1,Not rated
Spicy Curry,Nangloi,North Indian,1,Not rated
Super Star Restaurant,Nangloi,North Indian,1,Not rated
Swagi Food Corner,Nangloi,"Chinese, Fast Food",1,Not rated
Taoji Ke Amratsari Naan,Nangloi,"Fast Food, North Indian",1,Not rated
TCW Chaat Point,Nangloi,Street Food,1,Not rated
The Food Express,Nangloi,North Indian,1,Not rated
The Pizza Family,Nangloi,Pizza,1,Not rated
The Regal Chicken Corner,Nangloi,"North Indian, Mughlai",1,Not rated
Welcome Rasoi,Nangloi,"North Indian, Fast Food",1,Not rated
Agarwal Sweets,Naraina,Mithai,1,Average
Aurangzeb Rd,Naraina,"North Indian, Mughlai",2,Average
Bengali Sweet Corner,Naraina,"South Indian, Street Food, Desserts",1,Average
Cafe Coffee Day,Naraina,Cafe,1,Average
Chinese K. Food,Naraina,Chinese,1,Average
Chocowell,Naraina,"Desserts, Bakery",1,Average
Choice,Naraina,"South Indian, North Indian",2,Average
Desi Street,Naraina,"North Indian, South Indian, Chinese",1,Average
Enigma Lounge,Naraina,"Chinese, North Indian",2,Average
Flavors Of London,Naraina,"Desserts, Ice Cream, Fast Food",1,Average
Frontier,Naraina,Bakery,1,Average
Green Chick Chop,Naraina,"Raw Meats, North Indian, Fast Food",1,Average
Hot House Grill,Naraina,Fast Food,1,Average
Kanshi Ram Chole Kulche Wala,Naraina,Street Food,1,Average
Kents Fast Food,Naraina,"North Indian, Chinese, Fast Food",2,Average
Paharia Meat & Chicken Shop,Naraina,North Indian,1,Average
Palji Corner,Naraina,North Indian,1,Average
Paratha Hi Paratha,Naraina,North Indian,1,Average
Picasso Roof Top,Naraina,"Continental, European, North Indian",3,Average
RK Dosa,Naraina,South Indian,1,Average
Sandoz,Naraina,"Chinese, North Indian",2,Average
Sardar Ji,Naraina,"North Indian, Mughlai",1,Average
Satkar Fast Food,Naraina,North Indian,1,Average
Sweetheart Cupcakes,Naraina,Desserts,1,Average
The Earthen Grill,Naraina,"North Indian, Mughlai, Awadhi",1,Average
Twenty Four Seven,Naraina,"Fast Food, North Indian",1,Average
A Patisseries Gallery,Naraina,"Bakery, Desserts",1,Not rated
Aggarwal Bikaneri Sweets,Naraina,Mithai,1,Not rated
Aggarwal Sweets & Bakers,Naraina,"Desserts, Street Food",1,Not rated
Avatar Da Dhaba,Naraina,North Indian,1,Not rated
Bengali Restaurant,Naraina,"Bengali, Chinese",1,Not rated
Biryani Express,Naraina,Biryani,1,Not rated
Brahm Point Fast Food,Naraina,"Fast Food, Chinese",1,Not rated
Chinese Hot,Naraina,Chinese,1,Not rated
Curry Man,Naraina,North Indian,1,Not rated
Diya Chinese Food,Naraina,Chinese,1,Not rated
Foodies,Naraina,Chinese,1,Not rated
Fresh Meat CO,Naraina,"Raw Meats, Fast Food",1,Not rated
Hans Fast Food Center,Naraina,"Fast Food, Desserts",1,Not rated
Happy Hours,Naraina,"Chinese, Fast Food",1,Not rated
Khalsa Eating Point,Naraina,North Indian,1,Not rated
Krishna Yummy Foods,Naraina,North Indian,1,Not rated
Laxmi Dhaba,Naraina,North Indian,1,Not rated
Milan Shudh Vaishno,Naraina,North Indian,1,Not rated
Milko Sweets Corner,Naraina,"Mithai, Street Food",1,Not rated
New Punjabi Chaap Corner,Naraina,Chinese,1,Not rated
Nik's Chawla Chik Inn,Naraina,"North Indian, Fast Food",2,Not rated
Paras Corner,Naraina,Chinese,1,Not rated
Punjabi Tadka,Naraina,North Indian,1,Not rated
Sardar A Pure Meat Shop,Naraina,"Raw Meats, Fast Food, North Indian",1,Not rated
Shahi Hyderbadi Biryani,Naraina,Mughlai,1,Not rated
Shashi's China Wok,Naraina,Chinese,1,Not rated
Urban Palate,Naraina,Fast Food,1,Not rated
Wrapss,Naraina,"Chinese, Fast Food",1,Not rated
China Kitchen,Narela,"Chinese, North Eastern",1,Not rated
Chowringhee,Narela,Fast Food,1,Not rated
D-Food,Narela,"Chinese, Fast Food, Bakery",2,Not rated
Kith N Kin Cafeteria,Narela,"Chinese, North Indian",1,Not rated
Lazeez Rasoi,Narela,"Chinese, North Indian",1,Not rated
Red Rose Restaurant,Narela,Fast Food,1,Not rated
Shri Bikaner Sweets & Restaurant,Narela,"North Indian, Chinese, South Indian",2,Not rated
Welcome Family Restaurant,Narela,"North Indian, South Indian",1,Not rated
Al Bake,Nehru Place,"North Indian, Mughlai",1,Average
Americana Kitchen and Bar,Nehru Place,"American, Tex-Mex, Italian, Mexican, North Indian",3,Average
Bawa Snacks Corner,Nehru Place,North Indian,1,Average
Bhimsain's Bengali Sweet House,Nehru Place,"Mithai, North Indian, Street Food, Chinese, South Indian, Indian",1,Average
Cafe Coffee Day,Nehru Place,Cafe,1,Average
Cafe Coffee Day,Nehru Place,Cafe,1,Average
Dolce Gelato,Nehru Place,"Ice Cream, Beverages, Fast Food",1,Average
Domino's Pizza,Nehru Place,"Pizza, Fast Food",2,Average
Gopala,Nehru Place,"North Indian, Street Food",1,Average
New Punjabi Khana,Nehru Place,North Indian,1,Average
New Vishal Corner,Nehru Place,"North Indian, Street Food, Fast Food",1,Average
Punjabi Khana,Nehru Place,North Indian,1,Average
Rajshree,Nehru Place,"South Indian, Chinese",1,Average
Snack Junction,Nehru Place,"North Indian, Chinese",1,Average
Sona,Nehru Place,"North Indian, South Indian, Fast Food",1,Average
Southy,Nehru Place,South Indian,1,Average
The First Floor,Nehru Place,"North Indian, Chinese",3,Average
Hype,Nehru Place,"Finger Food, Italian, Middle Eastern",4,Good
McDonald's,Nehru Place,"Fast Food, Burger",2,Good
New Punjabi Khana,Nehru Place,North Indian,1,Good
Pizza Hut Delivery,Nehru Place,"Italian, Pizza, Fast Food",2,Good
Shree Rathnam,Nehru Place,"South Indian, North Indian, Chinese",2,Good
Subway,Nehru Place,"American, Fast Food, Salad, Healthy Food",2,Good
Al Mughal,Nehru Place,Mughlai,1,Not rated
Anupama Restaurant,Nehru Place,North Indian,1,Not rated
Cafe Einstein,Nehru Place,"North Indian, Fast Food",2,Not rated
Delicious Eating Corner,Nehru Place,North Indian,1,Not rated
Gupta Rasoi,Nehru Place,North Indian,1,Not rated
Paras Chicken Point,Nehru Place,North Indian,1,Not rated
Ralhan Eating Corner,Nehru Place,North Indian,1,Not rated
Pind Balluchi,Nehru Place,"North Indian, Mughlai",3,Poor
Oh! Calcutta,Nehru Place,"Bengali, Seafood",3,Very Good
Alcoholic Lounge & Bar,Netaji Subhash Place,Finger Food,3,Average
Baljeet's Amritsari Koolcha,Netaji Subhash Place,North Indian,1,Average
Bikanervala,Netaji Subhash Place,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",2,Average
Cafe Coffee Day,Netaji Subhash Place,Cafe,1,Average
Chicago Pizza,Netaji Subhash Place,"Fast Food, Italian, Pizza",2,Average
Cocoberry,Netaji Subhash Place,Desserts,1,Average
Dilli Chaap Wale,Netaji Subhash Place,"North Indian, Fast Food",1,Average
Dips,Netaji Subhash Place,"South Indian, Chinese",1,Average
Domino's Pizza,Netaji Subhash Place,"Pizza, Fast Food",2,Average
Gullu's,Netaji Subhash Place,"North Indian, Mughlai",2,Average
Hashtag Foods,Netaji Subhash Place,"Fast Food, Beverages",1,Average
Mini Meals,Netaji Subhash Place,"North Indian, South Indian, Fast Food",1,Average
No Name - Taste Hi Kaafi Hai,Netaji Subhash Place,"Burger, Fast Food",1,Average
Pind Balluchi,Netaji Subhash Place,"North Indian, Mughlai",3,Average
Pizza Hut,Netaji Subhash Place,"Italian, Pizza, Fast Food",3,Average
Raj Bhature wala,Netaji Subhash Place,"North Indian, Fast Food, Chinese",1,Average
Rolls Tiger,Netaji Subhash Place,Fast Food,1,Average
SGF - Spice Grill Flame,Netaji Subhash Place,"North Indian, Chinese",2,Average
Smoksha Cafe and Lounge,Netaji Subhash Place,"Cafe, Chinese",2,Average
Subway,Netaji Subhash Place,"American, Fast Food, Salad, Healthy Food",2,Average
Sura Vie,Netaji Subhash Place,"North Indian, Italian, Chinese, Thai",3,Average
Billu's Hut,Netaji Subhash Place,"Fast Food, Chinese",1,Good
BTW,Netaji Subhash Place,Street Food,1,Good
Burger King,Netaji Subhash Place,"Burger, Fast Food",2,Good
Cafe Coffee Day,Netaji Subhash Place,Cafe,1,Good
Chills 'n' Grills,Netaji Subhash Place,"Fast Food, Chinese",1,Good
Fusion N Food,Netaji Subhash Place,Fast Food,1,Good
Giani,Netaji Subhash Place,"Ice Cream, Desserts",1,Good
Hot Spot,Netaji Subhash Place,"Fast Food, North Indian, Beverages",1,Good
La Americana,Netaji Subhash Place,"Fast Food, Burger",1,Good
Mogambo Khush Hua,Netaji Subhash Place,Chinese,1,Good
Niti Shake & Ice Cream Hub,Netaji Subhash Place,"Desserts, Beverages",1,Good
Pacific Asia,Netaji Subhash Place,"North Indian, Chinese",3,Good
Papa Veg Chinese Food,Netaji Subhash Place,Chinese,1,Good
Pasta Hut,Netaji Subhash Place,Fast Food,1,Good
Ram G Snacks & Food Corner,Netaji Subhash Place,"North Indian, Chinese, Street Food",1,Good
Sandwich King,Netaji Subhash Place,"Fast Food, Beverages",2,Good
Shake Eat Up,Netaji Subhash Place,"Fast Food, Beverages",1,Good
Starbucks,Netaji Subhash Place,Cafe,2,Good
The Chai Story,Netaji Subhash Place,Cafe,1,Good
Themis Barbecue House,Netaji Subhash Place,North Indian,3,Good
Utsav,Netaji Subhash Place,Bakery,1,Good
Barbeque Nation,Netaji Subhash Place,"North Indian, Chinese",3,Very Good
Bistro 57,Netaji Subhash Place,"Fast Food, Beverages",2,Very Good
Calendar Khana Laao,Netaji Subhash Place,"North Indian, Chinese, Continental",3,Very Good
Chaayos,Netaji Subhash Place,"Cafe, Tea",1,Very Good
Eleven Course,Netaji Subhash Place,"North Indian, Chinese, Italian, Mexican, Lebanese",3,Very Good
Sinciti,Netaji Subhash Place,"North Indian, Chinese, Italian, Lebanese, Mexican",3,Very Good
Admission Lounge,New Friends Colony,"North Indian, Continental, Chinese, Fast Food",4,Average
Al Zaika,New Friends Colony,"North Indian, Mughlai",2,Average
Angels in my Kitchen,New Friends Colony,"Bakery, Desserts, Fast Food",1,Average
Asian Curry,New Friends Colony,"Thai, Chinese",2,Average
Chaska,New Friends Colony,"Fast Food, North Indian",2,Average
Chik Chow,New Friends Colony,"North Indian, Mughlai, Chinese",2,Average
Deep Sweet Corner,New Friends Colony,"North Indian, Fast Food, Chinese, Mithai",1,Average
Deepika Khaitan's Cakes,New Friends Colony,"Bakery, Desserts",2,Average
Dhaba On Wheels,New Friends Colony,"North Indian, Mughlai",2,Average
Domino's Pizza,New Friends Colony,"Pizza, Fast Food",2,Average
Evergreen Sweets,New Friends Colony,"North Indian, South Indian, Chinese, Mithai",1,Average
Gopala,New Friends Colony,"Mithai, Street Food",1,Average
Green Chick Chop,New Friends Colony,"Raw Meats, North Indian, Fast Food",1,Average
Halal Pizza Fun,New Friends Colony,"Pizza, Fast Food",1,Average
Keventers,New Friends Colony,Beverages,1,Average
Khan Chicken Biryani,New Friends Colony,North Indian,2,Average
McDonald's,New Friends Colony,"Fast Food, Burger",2,Average
Midnight Bites,New Friends Colony,"North Indian, Chinese, Fast Food",2,Average
Moti Mahal Delux,New Friends Colony,"North Indian, Mughlai",2,Average
MT Everest Food Corner,New Friends Colony,"North Indian, Chinese",2,Average
Muradabad Ki Mashoor Sama Chicken Biryani,New Friends Colony,"Biryani, North Indian",1,Average
New Laziz,New Friends Colony,"North Indian, Mughlai",2,Average
Talab South Indian Restaurant,New Friends Colony,"South Indian, Chinese",1,Average
Tipu Sultan Chicken Point,New Friends Colony,"Biryani, Mughlai",1,Average
Yo Wok,New Friends Colony,"Chinese, Japanese, Thai",2,Average
Zoet Desserts,New Friends Colony,"Bakery, Desserts",2,Average
Zooby's Kitchen,New Friends Colony,"North Indian, Mughlai, Chinese",2,Average
Hotel Malabar,New Friends Colony,"Kerala, Biryani",1,Good
Hwealthcafe,New Friends Colony,"Cafe, Healthy Food, Continental",2,Good
Noorjahan,New Friends Colony,"North Indian, Mughlai, Chinese",2,Good
Pizza Hut Delivery,New Friends Colony,"Italian, Pizza, Fast Food",2,Good
Sushiya Express,New Friends Colony,"Sushi, Asian",2,Good
Tuptakes,New Friends Colony,"Bakery, Desserts",1,Good
Annapurna Food Point,New Friends Colony,North Indian,1,Not rated
Arabian & Turkish CafÌ©,New Friends Colony,"Turkish, Arabian, Moroccan, Lebanese",1,Not rated
Brij Palace Restaurant,New Friends Colony,North Indian,1,Not rated
Bruncheez,New Friends Colony,Fast Food,1,Not rated
Buena Tierra,New Friends Colony,Bakery,1,Not rated
Cafe Coffee Day,New Friends Colony,Cafe,1,Not rated
Chokoreto - The Cake Design Studio,New Friends Colony,"Bakery, Desserts",1,Not rated
Crazylicious Cakes N Desserts,New Friends Colony,"Bakery, Desserts",1,Not rated
Halal Pizza 'n' Joy,New Friends Colony,Pizza,1,Not rated
Shree Bhojnalaya,New Friends Colony,North Indian,1,Not rated
Shree Laxmi Dhaba,New Friends Colony,North Indian,1,Not rated
Swaad Restaurant,New Friends Colony,"North Indian, Mughlai, Chinese",2,Not rated
The Bay Leaf,New Friends Colony,"Chinese, Indian",2,Not rated
Lotus Pond,New Friends Colony,"Chinese, Seafood, Asian",3,Very Good
Cafe Turtle,Nizamuddin,"Cafe, Italian, Lebanese",3,Average
Gulfam Kashmiri Wazwan,Nizamuddin,Mughlai,1,Average
Kit Care Kabab Corner,Nizamuddin,"North Indian, Fast Food",1,Average
Liter Basar,Nizamuddin,Bakery,1,Average
N. Iqbal Restaurant,Nizamuddin,"North Indian, Mughlai",1,Average
Ghalib Kabab Corner,Nizamuddin,"Mughlai, Biryani",1,Good
Karim's,Nizamuddin,"Mughlai, North Indian",2,Good
Chick Fish Point,Nizamuddin,North Indian,1,Not rated
Monis Kada Hotel,Nizamuddin,Mughlai,1,Not rated
Comesum,Nizamuddin,"Fast Food, North Indian, South Indian",1,Poor
Lunch Express,Okhla Phase 1,North Indian,1,Average
Aloo Bhaji Restaurant,Okhla Phase 1,North Indian,2,Not rated
Chinese Corner,Okhla Phase 1,"Chinese, South Indian",1,Not rated
Gupta Bhojnalya,Okhla Phase 1,North Indian,1,Not rated
Sam's 22,Okhla Phase 1,"Fast Food, Beverages",1,Not rated
The Bakery,Okhla Phase 1,Bakery,1,Not rated
Twenty Four Seven,Okhla Phase 1,"Fast Food, North Indian",1,Not rated
Vishal Snacks,Okhla Phase 1,"North Indian, Chinese, South Indian",1,Not rated
Chawla Dhaba,Okhla Phase 2,North Indian,2,Average
Shri Gupta'z,Okhla Phase 2,"Mughlai, North Indian, Chinese",2,Average
The Golden Leaf,Okhla Phase 2,"North Indian, Fast Food",2,Average
Red Moon Bakery,Okhla Phase 2,"Bakery, Desserts",1,Good
Cafe Point,Okhla Phase 2,"Fast Food, Beverages",1,Not rated
TLC Kitchen,Okhla Phase 2,Healthy Food,2,Not rated
Berco's,"Pacific Mall, Tagore Garden","Chinese, Thai",3,Average
Bikano Chat Cafe,"Pacific Mall, Tagore Garden","North Indian, Street Food, South Indian, Fast Food, Chinese",2,Average
BonJuz,"Pacific Mall, Tagore Garden","Healthy Food, Juices",1,Average
Cafe Coffee Day - The Lounge,"Pacific Mall, Tagore Garden",Cafe,2,Average
Chicago Pizza,"Pacific Mall, Tagore Garden",Pizza,2,Average
Domino's Pizza,"Pacific Mall, Tagore Garden","Pizza, Fast Food",2,Average
Dosa Village,"Pacific Mall, Tagore Garden",South Indian,2,Average
Dunkin' Donuts,"Pacific Mall, Tagore Garden","Burger, Desserts, Fast Food",2,Average
Gelato Italiano,"Pacific Mall, Tagore Garden","Ice Cream, Desserts",1,Average
Gelato Vinto,"Pacific Mall, Tagore Garden","Desserts, Ice Cream",1,Average
Keventers,"Pacific Mall, Tagore Garden",Beverages,1,Average
KFC,"Pacific Mall, Tagore Garden","American, Fast Food",2,Average
Kings Kulfi,"Pacific Mall, Tagore Garden","Desserts, Ice Cream",1,Average
Mr. Sub,"Pacific Mall, Tagore Garden",Fast Food,1,Average
Shanghai Moon,"Pacific Mall, Tagore Garden",Chinese,2,Average
The Blue Tandoor,"Pacific Mall, Tagore Garden","North Indian, Mughlai",2,Average
Costa Coffee,"Pacific Mall, Tagore Garden",Cafe,2,Good
Giani's,"Pacific Mall, Tagore Garden","Ice Cream, Desserts",1,Good
Hinglish - Cafe Beach Bar,"Pacific Mall, Tagore Garden","Continental, North Indian, Italian",3,Good
Spaghetti Kitchen,"Pacific Mall, Tagore Garden",Italian,4,Good
Subway,"Pacific Mall, Tagore Garden","American, Fast Food, Salad, Healthy Food",2,Good
Swiss Softy,"Pacific Mall, Tagore Garden","Ice Cream, Beverages",1,Good
The Bubble Tea,"Pacific Mall, Tagore Garden",Beverages,1,Good
Creambell & Chocoxess,"Pacific Mall, Tagore Garden","Ice Cream, Desserts",1,Not rated
Hang Out,"Pacific Mall, Tagore Garden","Italian, Continental, Fast Food, North Indian",3,Not rated
Mx Corn,"Pacific Mall, Tagore Garden",Fast Food,1,Not rated
The Belgian Fries Company,"Pacific Mall, Tagore Garden","European, American, Street Food",1,Not rated
Al-Sameer,Paharganj,"North Indian, Mughlai",1,Average
Allure,Paharganj,"North Indian, Chinese, Finger Food",2,Average
BarShala,Paharganj,Finger Food,2,Average
Bikaner House,Paharganj,"North Indian, Street Food, Fast Food, Chinese, South Indian, Mithai",2,Average
Cafe Coffee Day,Paharganj,Cafe,1,Average
Cafe CoffeeCo,Paharganj,Cafe,1,Average
Cafe Festa,Paharganj,"Cafe, North Indian, Fast Food",2,Average
Cheers Lounge Bar,Paharganj,"North Indian, Chinese",3,Average
Chowmein Hut,Paharganj,Chinese,1,Average
Club India Cafe & Restaurant,Paharganj,"North Indian, Fast Food, Chinese, Japanese, Asian, Italian",2,Average
Domino's Pizza,Paharganj,"Pizza, Fast Food",2,Average
Everest Bakery Cafe,Paharganj,"Cafe, Fast Food, Asian, Italian",2,Average
Everest Kitchen,Paharganj,"North Indian, Chinese, Tibetan, Italian, Fast Food",2,Average
Exotic Rooftop Restaurant,Paharganj,"Chinese, Thai, Seafood, North Indian, Italian",2,Average
Flavours,Paharganj,"North Indian, Chinese, South Indian",2,Average
Gagan Assam Bengal Restaurant,Paharganj,"North Indian, Bengali",1,Average
Gold Resto Bar,Paharganj,"North Indian, Chinese",2,Average
Grand Madras Cafe,Paharganj,South Indian,1,Average
Green Chilli,Paharganj,"North Indian, Chinese, Continental",2,Average
